tweet_id,claim_time,claim_title,claim_triple,user_1_note,user_1_label,user_1_secondary,user_1_confidence,user_1_duration_seconds,re_user_1_label,re_user_1_secondary,re_user_1_confidence,re_user_1_duration_seconds,user_2_note,user_2_label,user_2_secondary,user_2_confidence,user_2_duration_seconds,re_user_2_note,re_user_2_label,re_user_2_secondary,re_user_2_confidence,re_user_2_duration_seconds,user_3_note,user_3_label,user_3_secondary,user_3_confidence,user_3_duration_seconds,re_user_3_label,re_user_3_secondary,re_user_3_confidence,re_user_3_duration_seconds,user_4_note,user_4_label,user_4_secondary,user_4_confidence,user_4_duration_seconds,re_user_4_note,re_user_4_label,re_user_4_secondary,re_user_4_confidence,re_user_4_duration_seconds,user_5_note,user_5_label,user_5_secondary,user_5_confidence,user_5_duration_seconds,re_user_5_note,re_user_5_label,re_user_5_secondary,re_user_5_confidence,re_user_5_duration_seconds,user_6_note,user_6_label,user_6_secondary,user_6_confidence,user_6_duration_seconds,re_user_6_note,re_user_6_label,re_user_6_secondary,re_user_6_confidence,re_user_6_duration_seconds,representative
1.51071527001652e+18,2019-10-05,Disinfo: White Helmets faked the 2017 Khan Sheikhoun chemical attack,"White Helmets, faked, the 2017 Khan Sheikhoun chemical attack",the tweeter seems unhinged but he is contradicting the claim,debunk,,5.0,45.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.56312160602872e+18,2015-06-03,Disinfo: The European Union has declared war on internet free speech:...,"European Union, has declared war, on internet free speech",,other,,5.0,12.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.54547893773154e+18,2021-01-29,Disinfo: Americans and Europeans sent Navalny back to Russia to divert attention,"Europeans, sent, Navalny back to Russia to divert attention",the tweet is missing a lot of context but it seems irrelivant,other,misinfo,4.0,158.452,other,misinfo,4.0,244.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50819836412239e+18,2023-01-26,"Disinfo: Ukrainians and Russians are one and unique people, but different states",Ukrainians and Russians are one and unique people,"the direct claim entails, but appears to be sarcastic",misinfo,debunk,4.0,38.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.54997750298202e+18,2021-05-18,Disinfo: The globalist élite’s ideology is based on Soros’s vision of a world without nations,"globalist élite's ideology, is based on, Soros's vision of a world without nations",,other,,5.0,10.053,other,,4.0,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57184875335897e+18,2020-02-04,Disinfo: US is behind the spread of coronavirus,"US, is behind, the spread of coronavirus",,misinfo,,5.0,19.268,misinfo,other,4.0,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.49881078242282e+18,2021-02-15,Disinfo: The 2020 US presidential election has been stolen,"2020 US presidential election, has been, stolen",,misinfo,,5.0,13.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50975156330028e+18,2020-10-30,Disinfo: The US seeks to destabilise Russia and China and to provoke a Sino-Russian war,"The US, seeks to destabilise, Russia to provoke a Sino-Russian war",,other,,4.0,20.838,other,,4.0,178.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.60131844714911e+18,2021-09-28,Disinfo: Accusing Russia of annexing Crimea is ignoring its historical rights to the peninsula,"Accusing Russia of annexing Crimea, ignores, Russia's historical rights to Crimea",,other,,4.0,24.656,other,,5.0,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51615522205325e+18,2020-03-17,Disinfo: The coronavirus pandemic is a turning point in history: world order is falling,"World order, is, falling due to coronavirus",in theory the context could make this an entail but there is no way to tell,other,misinfo,4.0,39.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.5897290849047e+18,2016-12-14,Disinfo: Sweden tells municipalities to prepare for war,"Sweden, tells, municipalities to prepare for war",,other,,5.0,55.581,other,,5.0,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57260524949564e+18,2019-05-20,"Disinfo: Western funding behind protests in Yekaterinburg, Russia","Western funding, is behind, protests in Yekaterinburg Russia",,other,,4.0,25.565,other,,4.0,15.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.4998426193331e+18,2020-03-03,Disinfo: Unauthorised protesting in Sweden carries a ten-year prison term,"Unauthorised protesting in Sweden, carries, ten-year prison term",,other,,5.0,38.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.56896091210251e+18,2021-01-12,Disinfo: Democracy in the United States no longer exists,"Democracy in the United States, no longer, exists",,other,,4.0,19.202,other,,4.0,22.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.56714518599328e+18,2021-08-20,Disinfo: US government and military are conducting a cultural war against traditional American values,"US government, are conducting, a cultural war against traditional American values",does kind of imply the US are waging a war against cultural values but its not clear,other,misinfo,4.0,56.316,other,,4.0,10.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.58496054594151e+18,2020-11-23,Disinfo: The sexual revolution has killed more people than the Russian and the Chinese communist revolutions,"Sexual revolution, has killed more people than, Russian communist revolution",,other,,5.0,43.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.63280516791662e+18,2021-01-20,Disinfo: The American establishment is about to be destroyed by a revolution led by the anti-White and anti-American ideologues that it has itself created,"American establishment, is about to be destroyed, by a revolution led by anti-American ideologues",,other,,5.0,10.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53249956133548e+18,2020-03-31,"Disinfo: Italian newspaper, NATO waging disinformation campaign against Russia's COVID-19 aid to Italy","NATO, is waging, disinformation campaign against Russia's COVID-19 aid to Italy",,other,,5.0,11.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.56540356464579e+18,2023-01-26,"Disinfo: Ukrainians and Russians are one and unique people, but different states",Ukrainians and Russians are one and unique people,,misinfo,,5.0,12.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53780497073672e+18,2021-09-02,Disinfo: The US launched war in Afghanistan in order to guarantee US control over drug trafficking routes,"US, launched war in, Afghanistan to control drug trafficking routes",,other,,5.0,7.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.58483293250973e+18,2019-03-29,Disinfo: France and Belgium to stage chemical attack in Syria,"Belgium, to stage, chemical attack in Syria",,other,,5.0,48.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.63166054728325e+18,2016-03-22,Disinfo: One in three Europeans consider Crimea a part of Russia...,"One in three Europeans, consider, Crimea a part of Russia",,other,,5.0,34.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.5129028661005e+18,2019-11-12,Disinfo: Washington behind Bolivia coup,"Washington, behind, Bolivia coup",,misinfo,,5.0,11.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.55841874747142e+18,2020-05-10,Disinfo: US Congress transcripts will prove Russia did not meddle in 2016 election,"US Congress transcripts, will prove, Russia did not meddle in 2016 election",,debunk,,4.0,16.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57480319577529e+18,2020-12-07,"Disinfo: The “systemic racism” paradigm is deadly for America’s white people, which are disenfranchised and oppressed","""systemic racism"" paradigm, is deadly for, America’s white people",,misinfo,other,4.0,67.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51185649546129e+18,2019-01-14,Disinfo: A concerted campaign against Russia and Russian people in the US and UK,"UK, is conducting a concerted campaign, against Russian people",,other,,5.0,7.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51408010698942e+18,2021-08-16,Disinfo: Western media suppresses all facts and opinions that differ from official narratives,"Western media, suppresses, all opinions differing from official narratives",,misinfo,other,4.0,49.325,misinfo,,4.0,16.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.54705119848995e+18,2015-12-10,Disinfo: Islam is a product and an instrument of hidden US politics,"Islam, is a product of, hidden US politics",,other,,4.0,14.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57196778906127e+18,2017-09-01,Disinfo: A man was fined for eating bacon in front of Muslims in Sweden,"A man, was fined, for eating bacon in front of Muslims in Sweden",,other,,5.0,10.666,other,,5.0,26.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51804987070731e+18,2019-02-22,Disinfo: Venezuelan food shortages are mainstream media propaganda,"Venezuelan food shortages, are, mainstream media propaganda",,other,,4.0,59.159,other,,5.0,64.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50717989624599e+18,2019-03-18,Disinfo: The US military has stolen 50 tons of gold from Syria,"US military, has stolen, 50 tons of gold from Syria",,other,,4.0,19.769,other,,4.0,12.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.53627876009757e+18,2019-11-10,"Disinfo: The US has waged a hybrid war against Bolivia, ousting the legitimate President","US, has waged a hybrid war against, Bolivia",,other,,5.0,11.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51301137403267e+18,2020-09-05,Disinfo: Western civilisation killed by the US’s self-hating White liberals and the Jews of the Frankfurt School,"Western civilisation, killed by, US’s self-hating White liberals",,other,,4.0,55.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.63280661443133e+18,2021-01-20,Disinfo: The American establishment is about to be destroyed by a revolution led by the anti-White and anti-American ideologues that it has itself created,"American establishment, is about to be destroyed, by a revolution led by anti-American ideologues",,other,,5.0,66.227,other,,4.0,10.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.55539406674946e+18,2021-10-29,"Disinfo: Ukraine's Euromaidan coup led to civil war, Crimea's reunification with Russia","Ukraine's Euromaidan coup, led to, civil war",,misinfo,,5.0,21.919,debunk,,5.0,60.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.63531791251186e+18,2019-03-05,Disinfo: US preparing Maidan-style operation in Venezuela,"US, preparing, Maidan-style operation in Venezuela",no mention of Venezuela,other,misinfo,4.0,29.026,other,,4.0,12.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50495945525076e+18,2019-01-14,Disinfo: A concerted campaign against Russia and Russian people in the US and UK,"US, is conducting a concerted campaign, against Russian people",,other,,5.0,8.562,other,,5.0,23.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.59899331069302e+18,2019-02-27,Disinfo: US military in Syria give ISIS militants safe passage in exchange for gold,"US military in Syria, give, safe passage to ISIS militants",,other,,4.0,54.111,other,,4.0,4.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.52463358909007e+18,2019-12-11,Disinfo: Europe calls for a separatist project in Northeastern Syria,"Europe, calls for, a separatist project in northeastern Syria",,other,,5.0,8.785,other,,4.0,10.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51977385929315e+18,2020-01-22,Disinfo: Warsaw rewriting WWII history for propaganda purposes,"Warsaw, is using, WWII history for propaganda purposes",,other,,5.0,10.523,other,,4.0,38.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.57667080123518e+18,2021-05-17,Disinfo: The West is a lawless land and Russia the land of Human Rights and Rule of Law: a comparison of Oleg Sentsov and Julian Assange.,"Russia, is, the land of Human Rights and Rule of Law",this tweeter implies that russia and putin are breaking law and human rights so it contredicts,debunk,other,4.0,70.249,debunk,,4.0,130.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51579003429284e+18,2019-07-07,Disinfo: The US promoted von der Leyen to weaken the EU,"US, intended to weaken, EU",,other,,4.0,26.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.51209167659203e+18,2019-06-19,Disinfo: OPCW ignores dissenting report proving Douma chemical attack was staged,"OPCW, ignores, dissenting report about Douma chemical attack being staged",,misinfo,other,2.0,65.103,misinfo,,4.0,46.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
1.50109636733011e+18,2018-10-31,Disinfo: U.S. National Security Advisor Warns Georgia on Suspending Partnership,"U.S National Security Advisor, warns, Georgia on suspending partnership",,other,,5.0,8.989,other,,5.0,17.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
